OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,138,Paperboard mills,Total,"2,565.301305577",0.002240776,0.002232152,0.000008624,318.948358049,1.133060140,12.864245074,620.362477572,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,139,Paperboard container manufacturing,Total,"19,214.374174091",0.030090668,0.029926046,0.000164621,"2,773.536666342",15.815259479,102.116985970,"2,592.445556714",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,140,Paper bag and coated and treated paper manufacturing,Total,122.970416542,0.000229730,0.000229331,0.000000399,19.447137842,0.992482226,0.570707632,21.789302058,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,141,Stationery product manufacturing,Total,54.087765523,0.000134670,0.000134670,0.000000000,5.988756220,0.000000000,0.305450696,2.213883469,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,143,All other converted paper product manufacturing,Total,22.341790075,0.000041732,0.000041509,0.000000223,3.955038404,0.231195256,0.093905755,5.739226783,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,144,Printing,Total,"15,257.187357832",0.091660255,0.062962945,0.028697310,"3,905.607606344",13.194013489,70.325888598,"1,524.340164448",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,145,Support activities for printing,Total,31.027553050,0.000238125,0.000133336,0.000104789,12.519659186,0.075128954,0.122115993,3.352622627,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,146,Petroleum refineries,Total,"851,876.547490141",0.089911854,0.085467786,0.004444068,"20,180.493463810",515.185309202,"4,849.201090559","145,529.327215472",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,147,Asphalt paving mixture and block manufacturing,Total,"13,915.949025986",0.013780920,0.013492624,0.000288296,"1,596.580875764",70.522153169,55.702299805,501.744149565,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,148,Asphalt shingle and coating materials manufacturing,Total,"208,931.453595278",0.151095231,0.148352809,0.002742422,"21,147.513122496",225.170765666,"1,609.984626267","53,416.353390315",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,149,Petroleum lubricating oil and grease manufacturing,Total,"9,732.483781947",0.007955099,0.007771195,0.000183904,"1,013.802150843",15.998884549,33.864747249,"1,683.758246468",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,150,All other petroleum and coal products manufacturing,Total,"6,464.471514153",0.005817979,0.005711702,0.000106276,670.524750938,140.398983467,38.422526587,"1,961.583932754",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,152,Industrial gas manufacturing,Total,"21,595.146950093",0.014774352,0.014401282,0.000373069,"1,782.230102089",165.796452042,268.527912904,"2,075.659879290",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,154,Other basic inorganic chemical manufacturing,Total,352.348523267,0.000360038,0.000338198,0.000021839,56.012175377,1.742046501,3.704827919,64.992242810,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,155,Other basic organic chemical manufacturing,Total,"1,918.210041739",0.000992729,0.000952254,0.000040475,103.669804118,1.251665124,19.021232473,154.659762792,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,156,Plastics material and resin manufacturing,Total,"1,238.987514058",0.000818841,0.000694013,0.000124828,91.074149008,6.864415385,12.806700468,85.429902369,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,157,Synthetic rubber manufacturing,Total,6.434132140,0.000007793,0.000007528,0.000000265,0.948897953,0.092590122,0.071577961,0.626923631,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,158,Artificial and synthetic fibers and filaments manufacturing,Total,1.435535241,0.000002137,0.000002118,0.000000020,0.118690902,0.012678817,0.015421020,0.081637421,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,159,Nitrogenous fertilizer manufacturing,Total,"2,218.700475093",0.001362865,0.001347053,0.000015812,102.510415958,9.289549205,34.423082459,317.542327940,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,161,Fertilizer mixing,Total,615.179428699,0.000812263,0.000796032,0.000016231,97.219270169,0.253581936,3.245310279,36.235698522,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,162,Pesticide and other agricultural chemical manufacturing,Total,511.255276350,0.000327435,0.000317904,0.000009531,23.790299415,0.822061462,5.978971977,52.315188122,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,163,Medicinal and botanical manufacturing,Total,0.102840896,0.000000075,0.000000075,0.000000000,0.039748588,0.000000000,0.000438678,0.026565280,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,164,Pharmaceutical preparation manufacturing,Total,153.563333831,0.000154513,0.000150840,0.000003673,16.147136179,1.681205147,3.934280882,24.971561748,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,165,In-vitro diagnostic substance manufacturing,Total,1.244789454,0.000002569,0.000002509,0.000000060,0.246504056,0.051294207,0.010845157,0.105655060,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,166,Biological product (except diagnostic) manufacturing,Total,1.345292370,0.000001569,0.000001533,0.000000037,0.180398227,0.003168300,0.018114681,0.256878425,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,167,Paint and coating manufacturing,Total,"8,221.926637973",0.009291673,0.009148258,0.000143415,"1,009.624100400",33.375735525,80.076026778,"1,117.790537478",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,168,Adhesive manufacturing,Total,0.354880517,0.000000495,0.000000482,0.000000013,0.051545502,0.000404799,0.003093935,0.041811399,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,169,Soap and other detergent manufacturing,Total,37.637698524,0.000034895,0.000034129,0.000000766,2.630878388,0.701812212,0.405037991,4.574091836,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,170,Polish and other sanitation good manufacturing,Total,69.510464605,0.000171168,0.000168344,0.000002824,6.225714217,1.618667564,1.080144285,6.480169738,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,172,Toilet preparation manufacturing,Total,4.712126053,0.000007074,0.000007074,0.000000000,0.240055411,0.000000000,0.073966980,0.485127053,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,173,Printing ink manufacturing,Total,4.604326248,0.000008921,0.000008658,0.000000263,1.028293980,0.031072941,0.038416998,0.241619018,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,175,Custom compounding of purchased resins,Total,104.894190939,0.000173331,0.000173331,0.000000000,8.225156263,0.000000000,0.941099792,4.635475440,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,177,Other miscellaneous chemical product manufacturing,Total,223.748624003,0.000284974,0.000275509,0.000009465,34.973964241,0.447667172,2.209536633,23.295042975,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,178,Plastics packaging materials and unlaminated film and sheet manufacturing,Total,126.674877766,0.000248232,0.000246603,0.000001629,22.218563896,0.681685247,0.654304888,5.769808879,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,179,Unlaminated plastics profile shape manufacturing,Total,293.706426973,0.000536769,0.000532801,0.000003969,36.864146465,1.217382931,1.060506507,9.414995709,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,180,Plastics pipe and pipe fitting manufacturing,Total,"4,401.616497809",0.006050567,0.005959538,0.000091028,525.501649965,1.703611501,32.760532253,501.998230391,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",Total,"7,454.212960111",0.020418742,0.020243237,0.000175505,"1,822.826318737",8.972497549,34.396208706,575.155009585,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,182,Polystyrene foam product manufacturing,Total,"7,170.990571656",0.014851881,0.014742067,0.000109814,"1,027.002262342",5.095862076,34.445089270,244.832091486,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,183,Urethane and other foam product (except polystyrene) manufacturing,Total,"2,028.095109657",0.004201963,0.004163733,0.000038229,350.872729478,1.133220231,10.061465703,116.075779491,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,184,Plastics bottle manufacturing,Total,313.858793976,0.000616001,0.000609579,0.000006421,54.974019681,2.779499560,1.398191533,15.460024623,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,186,Tire manufacturing,Total,"39,155.168432328",0.090862829,0.088641705,0.002221125,"10,215.704409487",13.683196116,542.663450933,"1,673.568918683",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,187,Rubber and plastics hoses and belting manufacturing,Total,190.496935072,0.000501678,0.000496070,0.000005608,49.109988431,1.118761417,0.959822872,12.958707857,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,188,Other rubber product manufacturing,Total,172.133602789,0.000542276,0.000535194,0.000007082,41.050270348,0.064554209,0.938800345,5.863297918,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,190,"Brick, tile, and other structural clay product manufacturing",Total,"74,512.535640480",0.185572074,0.179246764,0.006325309,"16,583.388709227",-25.324854924,379.471143768,"21,776.759711030",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,191,Flat glass manufacturing,Total,6.451099616,0.000016102,0.000015738,0.000000364,0.796844494,-0.001568799,0.040325426,1.642021933,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,192,Other pressed and blown glass and glassware manufacturing,Total,0.075598371,0.000000231,0.000000231,0.000000000,0.012505199,0.000000000,0.000405762,0.016315178,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,193,Glass container manufacturing,Total,4.686672161,0.000013191,0.000013191,0.000000000,0.706566169,0.000000000,0.034533505,1.107309771,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,194,Glass product manufacturing made of purchased glass,Total,"2,065.863686631",0.005568037,0.005366986,0.000201050,358.231633792,-0.815574964,8.112945546,332.924825580,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,196,Ready-mix concrete manufacturing,Total,"1,089,105.030169100",1.965573589,1.877680146,0.087893443,"175,541.414464988",-102.473774559,"5,489.193620455","220,339.787465633",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,197,Concrete block and brick manufacturing,Total,"11,462.826585873",0.023955692,0.023480385,0.000475307,"2,079.799823790",-1.029010393,67.573984418,"3,539.623166609",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,198,Concrete pipe manufacturing,Total,36.462276271,0.000176708,0.000000000,0.000176708,0.000000000,-1.366225700,0.000000000,0.000000000,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,199,Other concrete product manufacturing,Total,"243,242.399024470",0.670557741,0.643210671,0.027347070,"55,817.499827138",-39.219345784,"1,113.337636676","63,620.570518227",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,200,Lime manufacturing,Total,"1,492.375797030",0.002077245,0.002077245,0.000000000,174.679602855,0.000000000,9.888155229,572.304780569,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,202,Abrasive product manufacturing,Total,632.298710854,0.001543964,0.001529774,0.000014190,124.488062144,-0.058437230,2.835493156,261.585001459,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,203,Cut stone and stone product manufacturing,Total,"1,480.087158134",0.006400699,0.006201555,0.000199144,451.060250188,-0.188060878,6.651991623,215.742506613,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,204,Ground or treated mineral and earth manufacturing,Total,71.978493555,0.000106048,0.000106048,0.000000000,10.616312941,0.000000000,0.348721784,21.016430000,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,206,Miscellaneous nonmetallic mineral products manufacturing,Total,"1,214.572863043",0.002118366,0.001951068,0.000167298,184.849082392,-0.484600326,6.737887696,391.581294228,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,207,Iron and steel mills and ferroalloy manufacturing,Total,"33,492.659690764",0.015769970,0.015684832,0.000085138,"2,453.056053470",418.429266286,162.590612465,"3,569.854584547",AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,208,"Iron, steel pipe and tube manufacturing from purchased steel",Total,"3,907.586952982",0.004044718,0.004033974,0.000010743,483.193143666,88.968843573,14.816564200,347.835334884,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,209,Rolled steel shape manufacturing,Total,32.271950713,0.000020176,0.000020062,0.000000114,1.961173011,3.008682010,0.164000039,5.327860631,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,210,Steel wire drawing,Total,415.636841295,0.000543220,0.000541098,0.000002122,58.846112460,10.172354380,1.588631099,41.785663964,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,212,Secondary smelting and alloying of aluminum,Total,85.283554576,0.000047610,0.000047416,0.000000194,4.490631444,1.051143724,0.392803115,4.647487127,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,213,"Aluminum sheet, plate, and foil manufacturing",Total,28.107701288,0.000022788,0.000022623,0.000000164,2.081201195,2.507322476,0.096608401,1.164027470,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,214,"Other aluminum rolling, drawing and extruding",Total,91.758365933,0.000147737,0.000146884,0.000000854,13.749026161,3.602194381,0.442198483,7.845826416,AL-07
AL-07,AL-07 (Alabama Seventh Congressional District) (2023),All,IDP_Induction Melting Upgrade,215,Nonferrous metal (exc aluminum) smelting and refining,Total,177.346130808,0.000072074,0.000072074,0.000000000,6.881077429,0.000000000,0.757560008,22.792610316,AL-07
