program,project,state,district,industry_code,employment,output
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,410,0.0901,34407.1953
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,411,0.0402,7924.3472
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,412,0.0006,439.4669
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,413,0.0402,13408.0041
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,414,0.002,1859.2155
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,415,0.0477,19605.7495
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,416,0.0083,16414.7014
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,417,0.0129,3964.4752
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,418,0.0864,24620.9632
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,419,0.005,285.1202
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,420,0.0082,6213.2147
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,421,0.0971,27939.0953
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,422,0.3335,27714.1732
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,423,0.2028,61574.7384
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,424,0.3421,60579.3362
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,425,0.0031,761.2638
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,426,0.1833,81888.5202
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,427,0.1054,27260.173
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,428,0.1491,24345.4979
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,429,2.3057,470397.7454
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,432,0.0513,21197.6379
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,433,0.0264,5214.721
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,434,0.0009,316.3543
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,435,0.0459,27502.0436
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,436,0.001,3958.3155
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,437,0.1721,26635.8291
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,438,0.9917,114952.7176
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,439,0.0651,10949.0134
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,440,0.0107,2218.4312
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,441,0.0326,3660.0142
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,442,0.148,24481.7765
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,443,0.041,6402.2499
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,444,0.1987,26224.1804
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,445,0.062,9601.2556
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,446,0.0307,8865.6234
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,447,0.0747,13194.7253
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,448,0.0036,795.1628
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,449,0.0913,10561.7621
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,450,0.077,15304.3374
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,451,0.432,101135.2296
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,452,0.3605,27993.4744
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,453,0.0289,5202.7142
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,454,3.9294,442536.9376
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,455,0.1657,13744.8583
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,456,0.0513,11712.0
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,457,0.0771,4529.6222
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,458,0.2654,27075.7715
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,459,0.1477,17374.9683
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,460,0.0234,4434.0099
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,461,0.0351,13201.5531
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,463,0.0608,4709.4562
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,464,0.2296,22434.6397
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,466,0.1612,23448.4255
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,469,0.0295,5543.9427
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,471,0.0526,6352.6585
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,478,0.0492,4409.8408
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,479,0.0272,910.2557
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,480,0.0091,355.3029
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,481,0.026,3972.5211
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,482,0.0602,7362.6429
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,483,0.0165,2065.8366
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,484,0.004,469.2046
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,485,0.0161,2467.7121
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,486,0.1193,8766.3199
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,487,0.0982,5159.9224
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,488,0.0062,408.1139
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,489,0.003,403.9997
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,490,0.0142,1592.6549
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,491,0.9072,91266.2935
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,492,0.9141,103307.0387
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,493,0.482,40684.8362
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,494,0.3011,40894.4848
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,495,0.0607,6129.9162
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,496,0.1659,25022.2435
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,497,110.7627,15380245.3036
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,498,0.0543,10503.6921
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,501,0.0824,3138.3561
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,502,0.1387,11084.4872
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,504,0.0417,8394.8163
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,505,0.0271,6165.6558
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,506,0.0716,7065.0315
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,508,0.1056,11950.7202
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,510,0.0078,265.0565
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,515,0.0033,2264.3103
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,516,0.1935,90128.6845
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,430,0.0784,43100.1713
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,431,0.0,402590.6641
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,462,0.1318,7297.592
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,465,0.6864,103668.6652
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,467,0.1938,22892.0431
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,468,0.1784,26897.4804
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,470,0.2549,16991.6209
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,472,0.7286,150149.6327
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,473,0.2715,26035.6899
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,474,0.107,8539.196
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,475,0.3886,20228.3348
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,476,0.1476,12434.6746
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,477,0.0678,7094.4798
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,499,0.4101,19035.2243
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,500,0.0269,1456.5736
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,503,0.2018,14241.9145
idp,Vikrell Electric Boiler & Microgrid System,Arizona,06,507,0.2109,3798.2387
idp,Hybrid Electric Glass Furnance Project,California,05,185,0.0033,1270.5483
idp,Hybrid Electric Glass Furnance Project,California,05,235,0.0004,371.1836
idp,Hybrid Electric Glass Furnance Project,California,05,257,0.0003,117.0092
idp,Hybrid Electric Glass Furnance Project,California,05,281,0.001,449.2526
idp,Hybrid Electric Glass Furnance Project,California,05,283,0.1295,37573.6913
idp,Hybrid Electric Glass Furnance Project,California,05,286,0.0006,201.0949
idp,Hybrid Electric Glass Furnance Project,California,05,3,0.0063,2433.0692
idp,Hybrid Electric Glass Furnance Project,California,05,4,0.01,2278.308
idp,Hybrid Electric Glass Furnance Project,California,05,5,0.0025,385.9452
idp,Hybrid Electric Glass Furnance Project,California,05,6,0.0018,1060.83
idp,Hybrid Electric Glass Furnance Project,California,05,10,0.004,606.9421
idp,Hybrid Electric Glass Furnance Project,California,05,11,0.0006,163.8878
idp,Hybrid Electric Glass Furnance Project,California,05,12,0.0005,335.4524
idp,Hybrid Electric Glass Furnance Project,California,05,13,0.0002,777.2872
idp,Hybrid Electric Glass Furnance Project,California,05,14,0.0024,627.7425
idp,Hybrid Electric Glass Furnance Project,California,05,18,0.0004,354.909
idp,Hybrid Electric Glass Furnance Project,California,05,19,0.0033,206.2121
idp,Hybrid Electric Glass Furnance Project,California,05,20,0.0048,2880.2165
idp,Hybrid Electric Glass Furnance Project,California,05,26,0.0006,363.1202
idp,Hybrid Electric Glass Furnance Project,California,05,34,0.0038,3300.431
idp,Hybrid Electric Glass Furnance Project,California,05,37,0.0024,2261.4077
idp,Hybrid Electric Glass Furnance Project,California,05,39,0.0002,108.5039
idp,Hybrid Electric Glass Furnance Project,California,05,40,0.0009,1275.2884
idp,Hybrid Electric Glass Furnance Project,California,05,41,0.0034,472.5675
idp,Hybrid Electric Glass Furnance Project,California,05,42,0.008,16036.2984
idp,Hybrid Electric Glass Furnance Project,California,05,43,0.0199,20208.6981
idp,Hybrid Electric Glass Furnance Project,California,05,44,0.0076,1943.1399
idp,Hybrid Electric Glass Furnance Project,California,05,55,0.221,49987.9143
idp,Hybrid Electric Glass Furnance Project,California,05,56,0.0934,14952.7751
idp,Hybrid Electric Glass Furnance Project,California,05,59,0.0003,454.2393
idp,Hybrid Electric Glass Furnance Project,California,05,60,0.0002,195.2561
idp,Hybrid Electric Glass Furnance Project,California,05,64,0.0001,361.6867
idp,Hybrid Electric Glass Furnance Project,California,05,65,0.0001,230.566
idp,Hybrid Electric Glass Furnance Project,California,05,72,0.0008,484.7385
idp,Hybrid Electric Glass Furnance Project,California,05,74,0.0019,1184.9175
idp,Hybrid Electric Glass Furnance Project,California,05,75,0.0002,191.2725
idp,Hybrid Electric Glass Furnance Project,California,05,77,0.0005,478.3473
idp,Hybrid Electric Glass Furnance Project,California,05,78,0.0004,439.4453
idp,Hybrid Electric Glass Furnance Project,California,05,79,0.0025,1996.6732
idp,Hybrid Electric Glass Furnance Project,California,05,81,0.0009,385.1917
idp,Hybrid Electric Glass Furnance Project,California,05,83,0.0052,1817.7102
idp,Hybrid Electric Glass Furnance Project,California,05,84,0.0002,133.0541
idp,Hybrid Electric Glass Furnance Project,California,05,85,0.0004,222.8692
idp,Hybrid Electric Glass Furnance Project,California,05,88,0.0046,865.7432
idp,Hybrid Electric Glass Furnance Project,California,05,92,0.0011,1043.316
idp,Hybrid Electric Glass Furnance Project,California,05,93,0.0025,1810.9608
idp,Hybrid Electric Glass Furnance Project,California,05,98,0.0006,329.3907
idp,Hybrid Electric Glass Furnance Project,California,05,99,0.0016,1078.0731
idp,Hybrid Electric Glass Furnance Project,California,05,101,0.0022,751.2306
idp,Hybrid Electric Glass Furnance Project,California,05,102,0.0042,1688.766
idp,Hybrid Electric Glass Furnance Project,California,05,112,0.001,291.1338
idp,Hybrid Electric Glass Furnance Project,California,05,119,0.0022,393.3292
idp,Hybrid Electric Glass Furnance Project,California,05,124,0.0006,329.68
idp,Hybrid Electric Glass Furnance Project,California,05,129,0.001,325.6195
idp,Hybrid Electric Glass Furnance Project,California,05,132,0.0009,246.7604
idp,Hybrid Electric Glass Furnance Project,California,05,135,0.0008,246.1977
idp,Hybrid Electric Glass Furnance Project,California,05,139,0.0035,2181.91
idp,Hybrid Electric Glass Furnance Project,California,05,144,0.0286,5089.1901
idp,Hybrid Electric Glass Furnance Project,California,05,146,0.0023,23387.0439
idp,Hybrid Electric Glass Furnance Project,California,05,150,0.0001,158.0168
idp,Hybrid Electric Glass Furnance Project,California,05,151,0.0,193.1793
idp,Hybrid Electric Glass Furnance Project,California,05,154,0.0003,381.3899
idp,Hybrid Electric Glass Furnance Project,California,05,155,0.0001,318.7354
idp,Hybrid Electric Glass Furnance Project,California,05,156,0.0002,426.627
idp,Hybrid Electric Glass Furnance Project,California,05,159,0.0001,156.3734
idp,Hybrid Electric Glass Furnance Project,California,05,167,0.0034,3906.7859
idp,Hybrid Electric Glass Furnance Project,California,05,178,0.0002,112.1532
idp,Hybrid Electric Glass Furnance Project,California,05,180,0.0002,167.1575
idp,Hybrid Electric Glass Furnance Project,California,05,181,0.0032,1043.4711
idp,Hybrid Electric Glass Furnance Project,California,05,184,0.0004,188.6874
idp,Hybrid Electric Glass Furnance Project,California,05,186,0.0004,156.4308
idp,Hybrid Electric Glass Furnance Project,California,05,188,0.0009,303.2223
idp,Hybrid Electric Glass Furnance Project,California,05,193,0.0006,273.9979
idp,Hybrid Electric Glass Furnance Project,California,05,196,0.0014,649.8369
idp,Hybrid Electric Glass Furnance Project,California,05,207,0.0004,896.4056
idp,Hybrid Electric Glass Furnance Project,California,05,208,0.0002,176.1547
idp,Hybrid Electric Glass Furnance Project,California,05,220,0.0012,332.7829
idp,Hybrid Electric Glass Furnance Project,California,05,222,0.0027,862.0386
idp,Hybrid Electric Glass Furnance Project,California,05,223,0.0025,976.5464
idp,Hybrid Electric Glass Furnance Project,California,05,226,0.0004,114.739
idp,Hybrid Electric Glass Furnance Project,California,05,229,0.0004,131.4767
idp,Hybrid Electric Glass Furnance Project,California,05,239,0.0372,7328.2352
idp,Hybrid Electric Glass Furnance Project,California,05,240,0.0045,1280.0742
idp,Hybrid Electric Glass Furnance Project,California,05,242,0.0072,2580.5026
idp,Hybrid Electric Glass Furnance Project,California,05,243,0.0019,338.1401
idp,Hybrid Electric Glass Furnance Project,California,05,244,0.0004,155.51
idp,Hybrid Electric Glass Furnance Project,California,05,252,0.0004,268.7422
idp,Hybrid Electric Glass Furnance Project,California,05,264,0.0014,647.5838
idp,Hybrid Electric Glass Furnance Project,California,05,267,0.0015,351.8957
idp,Hybrid Electric Glass Furnance Project,California,05,274,0.0034,1706.0238
idp,Hybrid Electric Glass Furnance Project,California,05,321,0.0002,108.5399
idp,Hybrid Electric Glass Furnance Project,California,05,335,0.0006,310.8996
idp,Hybrid Electric Glass Furnance Project,California,05,344,0.0005,193.7375
idp,Hybrid Electric Glass Furnance Project,California,05,364,0.0005,131.6594
idp,Hybrid Electric Glass Furnance Project,California,05,368,0.004,738.2786
idp,Hybrid Electric Glass Furnance Project,California,05,374,0.0006,184.062
idp,Hybrid Electric Glass Furnance Project,California,05,375,0.082,33219.4208
idp,Hybrid Electric Glass Furnance Project,California,05,376,0.1438,39422.7199
idp,Hybrid Electric Glass Furnance Project,California,05,377,0.0864,61592.114
idp,Hybrid Electric Glass Furnance Project,California,05,378,1.1192,304578.503
idp,Hybrid Electric Glass Furnance Project,California,05,379,0.2791,86852.5553
idp,Hybrid Electric Glass Furnance Project,California,05,380,0.0197,13050.2595
idp,Hybrid Electric Glass Furnance Project,California,05,381,0.0632,16364.5105
idp,Hybrid Electric Glass Furnance Project,California,05,382,0.0111,37080.3935
idp,Hybrid Electric Glass Furnance Project,California,05,383,0.1424,65127.8683
idp,Hybrid Electric Glass Furnance Project,California,05,384,0.0313,1674.721
idp,Hybrid Electric Glass Furnance Project,California,05,385,0.4889,113820.2527
idp,Hybrid Electric Glass Furnance Project,California,05,386,0.1738,24267.9001
idp,Hybrid Electric Glass Furnance Project,California,05,387,0.2802,18636.0102
idp,Hybrid Electric Glass Furnance Project,California,05,388,0.6464,111832.6878
idp,Hybrid Electric Glass Furnance Project,California,05,389,0.8631,109350.1233
idp,Hybrid Electric Glass Furnance Project,California,05,390,0.4085,53053.7433
idp,Hybrid Electric Glass Furnance Project,California,05,391,0.1807,35843.0786
idp,Hybrid Electric Glass Furnance Project,California,05,392,0.3829,50151.6634
idp,Hybrid Electric Glass Furnance Project,California,05,393,0.2952,20848.1074
idp,Hybrid Electric Glass Furnance Project,California,05,394,0.7246,76423.9205
idp,Hybrid Electric Glass Furnance Project,California,05,395,0.5637,37574.0846
idp,Hybrid Electric Glass Furnance Project,California,05,396,0.0169,9974.7769
idp,Hybrid Electric Glass Furnance Project,California,05,397,0.0065,3511.9085
idp,Hybrid Electric Glass Furnance Project,California,05,398,0.0028,1579.008
idp,Hybrid Electric Glass Furnance Project,California,05,399,0.4136,96411.357
idp,Hybrid Electric Glass Furnance Project,California,05,400,0.3055,24913.9657
idp,Hybrid Electric Glass Furnance Project,California,05,401,0.0004,375.7968
idp,Hybrid Electric Glass Furnance Project,California,05,402,0.0528,7914.846
idp,Hybrid Electric Glass Furnance Project,California,05,403,0.4953,11477.0423
idp,Hybrid Electric Glass Furnance Project,California,05,404,0.133,15822.3455
idp,Hybrid Electric Glass Furnance Project,California,05,405,0.007,1346.4518
idp,Hybrid Electric Glass Furnance Project,California,05,406,0.0065,2015.2996
idp,Hybrid Electric Glass Furnance Project,California,05,407,0.0024,1253.4361
idp,Hybrid Electric Glass Furnance Project,California,05,410,0.0602,22217.6974
idp,Hybrid Electric Glass Furnance Project,California,05,411,0.0438,9824.8384
idp,Hybrid Electric Glass Furnance Project,California,05,412,0.002,2011.7971
idp,Hybrid Electric Glass Furnance Project,California,05,413,0.0286,11803.2218
idp,Hybrid Electric Glass Furnance Project,California,05,414,0.0026,2895.6557
idp,Hybrid Electric Glass Furnance Project,California,05,415,0.0801,39573.5367
idp,Hybrid Electric Glass Furnance Project,California,05,416,0.0126,29869.0085
idp,Hybrid Electric Glass Furnance Project,California,05,417,0.0065,2344.2543
idp,Hybrid Electric Glass Furnance Project,California,05,418,0.0738,22296.7184
idp,Hybrid Electric Glass Furnance Project,California,05,419,0.0109,757.7012
idp,Hybrid Electric Glass Furnance Project,California,05,420,0.0122,10468.2737
idp,Hybrid Electric Glass Furnance Project,California,05,421,0.1172,35214.23
idp,Hybrid Electric Glass Furnance Project,California,05,422,0.5367,42968.7097
idp,Hybrid Electric Glass Furnance Project,California,05,423,0.309,122206.2432
idp,Hybrid Electric Glass Furnance Project,California,05,424,0.6066,100775.6774
idp,Hybrid Electric Glass Furnance Project,California,05,425,0.018,4906.4298
idp,Hybrid Electric Glass Furnance Project,California,05,426,0.1127,51180.4418
idp,Hybrid Electric Glass Furnance Project,California,05,427,0.2544,74795.9253
idp,Hybrid Electric Glass Furnance Project,California,05,428,0.2661,44730.0472
idp,Hybrid Electric Glass Furnance Project,California,05,429,3.9644,793592.5241
idp,Hybrid Electric Glass Furnance Project,California,05,432,0.041,12789.9383
idp,Hybrid Electric Glass Furnance Project,California,05,433,0.0592,8415.8983
