DestinationRegion,ProjectName,IndustryCode,IndustryDescription,Output,Employment,Sum of  WageAndSalaryEmployment,Sum of  ProprietorEmployment,Sum of  EmployeeCompensation,Sum of  ProprietorIncome,Sum of  TaxesOnProductionAndImports,Sum of  OtherPropertyIncome
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,171,Surface active agent manufacturing,"1,689.16",0,0,0,99.29,0.27,20.99,914.1
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,172,Toilet preparation manufacturing,"429,963.80",0.34,0.33,0.01,"33,133.71",49.82,"6,374.17","202,392.49"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,173,Printing ink manufacturing,"7,396.12",0.01,0.01,0,"1,361.62",3.05,106.46,967.05
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,174,Explosives manufacturing,"37,895.30",0.08,0.08,0,"8,279.03",9.71,488.54,-10.6
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,175,Custom compounding of purchased resins,"69,276.10",0.09,0.09,0,"7,161.39",11.58,899.75,"12,199.10"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,176,Photographic film and chemical manufacturing,"9,557.16",0.01,0.01,0,895.99,1.09,175.71,"3,901.06"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,177,Other miscellaneous chemical product manufacturing,"326,720.00",0.34,0.33,0.01,"41,450.68",75.13,"4,886.22","83,450.81"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,178,Plastics packaging materials and unlaminated film and sheet manufacturing,"376,259.49",0.72,0.69,0.03,"61,943.04",125.2,"3,009.59","30,771.84"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,179,Unlaminated plastics profile shape manufacturing,"104,763.77",0.17,0.17,0.01,"16,907.55",31.86,545.85,"8,260.61"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,180,Plastics pipe and pipe fitting manufacturing,"2,079,821.57",2.45,2.38,0.08,"248,653.92",539.98,"21,226.22","454,400.58"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing","32,262.75",0.08,0.08,0,"7,174.39",13.08,224.82,"4,330.52"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,182,Polystyrene foam product manufacturing,"272,457.16",0.53,0.51,0.02,"41,995.09",88.59,"1,964.52","19,151.86"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,183,Urethane and other foam product (except polystyrene) manufacturing,"769,275.53",1.51,1.46,0.05,"126,832.93",293.57,"5,764.10","80,267.45"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,184,Plastics bottle manufacturing,"131,052.82",0.23,0.22,0.01,"25,716.82",53.5,845.9,"13,835.20"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,185,Other plastics product manufacturing,"1,416,877.89",3.8,3.67,0.13,"319,570.31",570.1,"10,273.80","103,397.29"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,186,Tire manufacturing,"15,829.98",0.04,0.04,0,"3,257.32",5.84,362.81,"1,020.83"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,187,Rubber and plastics hoses and belting manufacturing,"3,899.09",0.01,0.01,0,853.95,2.12,31.35,431.06
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,188,Other rubber product manufacturing,"28,960.09",0.09,0.08,0,"6,823.84",13.77,241.57,"1,864.53"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,189,"Pottery, ceramics, and plumbing fixture manufacturing","251,130.59",0.91,0.86,0.05,"68,774.04","3,921.53","2,782.68","28,634.64"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,190,"Brick, tile, and other structural clay product manufacturing","463,965.05",1.43,1.33,0.1,"106,518.64","6,681.03","6,317.14","68,931.48"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,191,Flat glass manufacturing,"14,466.88",0.04,0.03,0,"2,708.30",148.84,186.67,"2,750.26"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,192,Other pressed and blown glass and glassware manufacturing,"20,522.99",0.06,0.05,0,"5,085.04",255.49,219.19,"3,269.40"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,193,Glass container manufacturing,"51,998.65",0.12,0.11,0.01,"13,632.23",787.58,681.28,"10,528.22"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,194,Glass product manufacturing made of purchased glass,"111,520.66",0.3,0.28,0.02,"24,559.93","1,209.80",943.88,"11,248.16"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,195,Cement manufacturing,"1,299,092.96",1.78,1.59,0.19,"212,851.97","12,050.96","15,522.20","334,168.63"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,196,Ready-mix concrete manufacturing,"5,713,874.39",11.05,10.16,0.89,"1,068,073.70","51,243.67","66,849.68","660,673.01"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,197,Concrete block and brick manufacturing,"134,711.30",0.32,0.3,0.02,"28,951.98","1,375.94","1,920.97","24,282.07"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,198,Concrete pipe manufacturing,"162,065.30",0.39,0.36,0.03,"38,886.78","1,318.81","2,522.42","35,286.18"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,199,Other concrete product manufacturing,"995,082.35",3.05,2.82,0.23,"264,205.93","12,971.71","10,955.07","148,402.68"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,200,Lime manufacturing,"4,269.36",0.01,0.01,0,675.6,49.67,69.35,"1,090.80"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,201,Gypsum product manufacturing,"547,888.16",0.69,0.62,0.06,"70,072.19","4,111.60","6,085.77","115,098.53"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,202,Abrasive product manufacturing,"55,800.58",0.17,0.16,0.01,"13,562.29",936.55,659.29,"14,043.98"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,203,Cut stone and stone product manufacturing,"121,873.16",0.55,0.51,0.03,"40,312.96","2,084.60","1,228.00","9,502.06"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,204,Ground or treated mineral and earth manufacturing,"41,226.29",0.07,0.07,0.01,"6,101.37",446.63,516.98,"5,952.29"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,205,Mineral wool manufacturing,"168,117.45",0.25,0.23,0.03,"25,274.97","1,962.49","1,964.96","38,491.69"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,206,Miscellaneous nonmetallic mineral products manufacturing,"169,882.77",0.33,0.3,0.03,"33,157.64","1,304.26","2,270.91","34,614.68"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,207,Iron and steel mills and ferroalloy manufacturing,"1,877,131.26",0.94,0.9,0.05,"122,514.46","49,858.74","22,136.74","72,800.95"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,208,"Iron, steel pipe and tube manufacturing from purchased steel","508,043.43",0.53,0.51,0.02,"70,591.72","22,153.44","4,421.17","20,749.77"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,209,Rolled steel shape manufacturing,"191,227.75",0.15,0.14,0,"12,219.63","4,430.80","2,706.61","13,555.06"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,210,Steel wire drawing,"153,473.81",0.22,0.21,0,"19,230.59","6,783.33","1,434.88","5,575.82"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,211,Alumina refining and primary aluminum production,"2,334.99",0,0,0,410.99,124.23,21.69,99.34
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,212,Secondary smelting and alloying of aluminum,"7,161.77",0,0,0,394.55,92.88,76.89,166.73
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,213,"Aluminum sheet, plate, and foil manufacturing","26,073.81",0.02,0.02,0,"1,896.64",548,226.67,433.15
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,214,"Other aluminum rolling, drawing and extruding","98,301.50",0.17,0.16,0,"15,193.22","3,894.38","1,133.37","3,540.16"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,215,Nonferrous metal (exc aluminum) smelting and refining,"3,732.07",0,0,0,155.3,58.5,38.31,210.05
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,216,"Copper rolling, drawing, extruding and alloying","33,237.92",0.02,0.02,0,"1,883.47",443.13,325.45,"1,013.47"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,217,"Nonferrous metal, except copper and aluminum, shaping","23,986.01",0.04,0.04,0,"4,129.84","1,945.93",248.35,872.6
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,218,Secondary processing of other nonferrous metals,"30,236.39",0.03,0.03,0,"3,237.49",966.61,282.46,"1,551.11"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,219,Ferrous metal foundries,"89,087.14",0.22,0.21,0.01,"19,861.97","8,241.03",936.79,"3,771.82"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,220,Nonferrous metal foundries,"35,164.15",0.12,0.11,0,"8,739.59","3,796.44",318.79,"1,025.00"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,221,Custom roll forming,"50,970.70",0.07,0.07,0,"6,264.70",209.85,438.6,"3,945.23"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,222,"Metal crown, closure, and other metal stamping (except automotive)","69,257.89",0.22,0.2,0.01,"17,927.06",479.68,522.12,"5,787.08"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,223,Iron and steel forging,"54,027.60",0.13,0.12,0.01,"11,620.69",338.45,546.08,"4,930.29"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,224,Nonferrous forging,"40,763.86",0.1,0.1,0.01,"9,288.50",255.68,233.6,434.91
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,225,"Cutlery, utensil, pot, and pan manufacturing","22,923.85",0.03,0.03,0,"4,431.86",120.22,246.1,"5,739.88"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,226,Handtool manufacturing,"23,316.52",0.08,0.07,0,"5,138.99",146.88,245.64,"1,778.55"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,227,Prefabricated metal buildings and components manufacturing,"12,298,179.58",24.97,23.56,1.4,"2,410,701.56","68,020.33","121,468.40","663,836.73"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,228,Fabricated structural metal manufacturing,"4,163,854.33",8.83,8.4,0.43,"786,865.06","22,130.96","46,747.18","284,914.90"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,229,Plate work manufacturing,"84,798.42",0.27,0.25,0.01,"25,212.34",744.96,"1,014.64","4,166.16"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,230,Metal window and door manufacturing,"1,093,458.88",3.34,3.18,0.16,"272,980.63","7,204.60","9,219.62","62,153.08"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,231,Sheet metal work manufacturing,"439,294.97",1.38,1.32,0.07,"110,389.59","3,101.80","4,534.13","45,515.15"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,232,Ornamental and architectural metal work manufacturing,"753,075.01",2.6,2.47,0.13,"235,392.18","6,427.09","6,460.95","44,913.67"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,233,Power boiler and heat exchanger manufacturing,893.97,0,0,0,240.07,5.43,9.13,63.93
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,234,Metal tank (heavy gauge) manufacturing,"6,745.72",0.02,0.02,0,"1,839.57",45.62,64,583.76
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,235,Metal cans manufacturing,"65,482.83",0.07,0.06,0,"7,580.45",195.72,555.08,"7,997.42"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,236,"Metal barrels, drums and pails manufacturing","16,000.75",0.04,0.03,0,"3,016.73",77.8,137.44,"1,392.24"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,237,Hardware manufacturing,"132,675.67",0.3,0.28,0.02,"26,800.29",731.88,"1,268.51","8,321.46"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,238,Spring and wire product manufacturing,"216,128.86",0.64,0.6,0.04,"53,279.08","1,387.63","1,917.82","19,460.93"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,239,Machine shops,"1,527,493.08",7.34,6.96,0.38,"609,395.86","17,855.42","12,604.16","99,239.94"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,240,"Turned product and screw, nut, and bolt manufacturing","4,734,016.53",15.6,14.56,1.04,"1,428,180.51","42,266.53","42,323.89","288,203.23"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,241,Metal heat treating,"91,141.55",0.3,0.28,0.02,"28,818.79",839.05,710.74,"6,223.64"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,242,Metal coating and nonprecious engraving,"349,708.88",0.97,0.93,0.04,"66,787.61","1,878.06","3,529.37","51,542.68"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,243,"Electroplating, anodizing, and coloring metal","243,788.90",1.31,1.25,0.07,"97,912.80","2,707.87","2,019.80","11,034.88"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,244,"Valve and fittings, other than plumbing, manufacturing","145,888.03",0.31,0.29,0.03,"40,380.10","1,157.15","1,254.54","18,141.73"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,245,Plumbing fixture fitting and trim manufacturing,"384,181.59",0.53,0.5,0.03,"46,302.91","1,129.54","4,725.65","46,128.39"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,246,Ball and roller bearing manufacturing,"18,113.26",0.05,0.04,0,"4,422.39",121.08,141.66,"2,417.13"
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,247,Small arms ammunition manufacturing,147.75,0,0,0,23.37,0.45,10.1,21.94
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,248,"Ammunition, except for small arms, manufacturing",244.12,0,0,0,100.62,3.11,20.6,25.76
California (2023),PacificCorp Western Interconnected Renewable Energy_California_47,249,"Small arms, ordnance, and accessories manufacturing","4,752.98",0.01,0.01,0,874.66,27.5,119.88,420.28
